,len,non,rate,snp_freq,stop,syn
bin_7_01846,1683,5,0.9921446708745213,0.0510992275698158,False,81
bin_7_01847,960,0,0.99519003203025624,0.0125,False,12
bin_7_01848,663,6,0.97690406659032269,0.08446455505279035,False,50
bin_7_01849,282,0,0.99665112716501936,0.0,False,0
bin_7_01850,498,0,0.99571401096489109,0.0,False,0
bin_7_01851,702,0,0.9958444661168544,0.0,False,0
bin_7_01852,132,0,0.99632157842779978,0.0,False,0
bin_7_01853,225,0,0.99634677030414986,0.0044444444444444444,False,1
bin_7_01854,846,0,0.99592984608700874,0.001182033096926714,False,1
bin_7_01855,2457,15,0.99326980428547873,0.03133903133903134,False,62
bin_7_01856,1113,5,0.99167606198526559,0.04582210242587601,False,46
bin_7_01857,1818,0,0.99568738512160926,0.0027502750275027505,False,5
bin_7_01858,1005,2,0.99480173792273607,0.005970149253731343,False,4
bin_7_01859,2184,18,0.99295377451840439,0.038461538461538464,False,66
bin_7_01860,2322,8,0.99470547951411703,0.01937984496124031,False,37
bin_7_01861,1491,35,0.99065912846793303,0.05499664654594232,True,47
bin_7_01862,381,1,0.99630899111539739,0.0026246719160104987,False,0
bin_7_01863,267,0,0.99483927126137417,0.00749063670411985,False,2
bin_7_01864,783,0,0.99440477932716231,0.006385696040868455,False,5
bin_7_01865,774,0,0.99357557872579083,0.041343669250646,False,32
bin_7_01866,1206,6,0.97387637160562723,0.05970149253731343,False,66
bin_7_01867,924,0,0.9934581202861853,0.003246753246753247,False,3
bin_7_01868,573,2,0.99237624909475797,0.010471204188481676,False,4
bin_7_01869,1845,12,0.98796131585596336,0.022222222222222223,False,29
bin_7_01870,615,2,0.99341799677376841,0.013008130081300813,False,6
bin_7_01871,201,0,0.99329419993682788,0.004975124378109453,False,1
bin_7_01872,117,0,0.95351140759845099,0.10256410256410256,False,12
bin_7_01873,627,2,0.98452016360247874,0.030303030303030304,False,17
bin_7_01874,2100,5,0.99186272166317635,0.01,False,16
bin_7_01875,828,4,0.99337296922088869,0.010869565217391304,False,5
bin_7_01876,138,0,0.99732152059575818,0.0,False,0
bin_7_01877,489,0,0.99488640427471164,0.0,False,0
bin_7_01878,2559,6,0.99470195732971689,0.0027354435326299334,False,1
bin_7_01879,204,0,0.99410314955672074,0.0,False,0
bin_7_01880,234,0,0.99613084703692356,0.0,False,0
bin_7_01881,405,0,0.99317443173295372,0.0024691358024691358,False,1
bin_7_01882,4887,0,0.99548754949660545,0.0,False,0
bin_7_01883,11685,15,0.99452136558307058,0.0024818142918271286,True,14
bin_7_01884,552,4,0.99245242003583733,0.007246376811594203,False,0
bin_7_01886,570,0,0.99553305935808034,0.0,False,0
bin_7_01887,456,0,0.99634480245936485,0.0,False,0
bin_7_01888,222,0,0.99631889760316672,0.0,False,0
bin_7_01889,216,0,0.99451143504592665,0.0,False,0
bin_7_01891,783,0,0.99588892633719817,0.001277139208173691,False,1
bin_7_01892,1389,1,0.99506965049569185,0.007199424046076314,False,9
bin_7_01893,1368,2,0.99543510768852095,0.0014619883040935672,False,0
bin_7_01894,849,1,0.99545160209021144,0.002355712603062426,False,1
bin_7_01895,1833,1,0.99584703225551541,0.0016366612111292963,False,2
bin_7_01896,1128,0,0.98667940480185001,0.0,False,0
bin_7_01897,1092,0,0.98491585547261917,0.0,False,0
bin_7_01898,456,0,0.98411485018599576,0.0,False,0
bin_7_01899,1956,0,0.98406632986067122,0.0,False,0
bin_7_01900,1629,0,0.9889265495015892,0.0006138735420503376,False,1
bin_7_01901,762,0,0.98564260798866354,0.0,False,0
bin_7_01902,354,0,0.98998495511446194,0.0,False,0
bin_7_01903,384,0,0.96825392060561166,0.0,False,0
bin_7_01904,294,0,0.95413072357637518,0.0,False,0
bin_7_01905,201,0,,0.0,False,0
bin_7_01906,1317,0,0.93283960686608369,0.0007593014426727411,False,1
bin_7_01907,1419,1,0.96463516806655092,0.0007047216349541931,False,0
bin_7_01908,1002,2,0.98850928374720981,0.016966067864271458,False,15
bin_7_01909,894,16,0.97776162044445314,0.053691275167785234,False,32
bin_7_01910,1368,19,0.98273167494715863,0.046052631578947366,False,44
bin_7_01911,249,2,0.98401492938190238,0.028112449799196786,False,5
bin_7_01912,1155,7,0.9800563767077618,0.03982683982683983,False,39
bin_7_01913,804,0,0.99542203680357999,0.0012437810945273632,False,1
bin_7_01914,333,0,0.99570426695778746,0.003003003003003003,False,1
bin_7_01916,540,0,0.99495352402316972,0.001851851851851852,False,1
bin_7_01917,576,1,0.99039112493358472,0.013888888888888888,False,7
bin_7_01918,603,1,0.99236597623198419,0.008291873963515755,False,4
bin_7_01919,882,4,0.98924914834408584,0.013605442176870748,False,8
bin_7_01920,1176,8,0.98906340154527983,0.017857142857142856,False,13
bin_7_01921,504,1,0.98484796090845372,0.027777777777777776,False,13
bin_7_01922,1032,4,0.99169467953496993,0.01065891472868217,False,7
bin_7_01923,900,1,0.98755782301363382,0.016666666666666666,False,14
bin_7_01924,600,0,0.99373430976188992,0.0033333333333333335,False,2
bin_7_01925,756,1,0.99332291007190632,0.005291005291005291,False,3
bin_7_01926,534,0,0.99245076308990132,0.00749063670411985,False,4
bin_7_01927,588,3,0.98705093588095782,0.023809523809523808,False,11
bin_7_01928,1038,4,0.98678306120799053,0.02601156069364162,False,23
bin_7_01929,1611,1,0.98986966186406966,0.014276846679081317,False,22
bin_7_01930,1092,1,0.99401313371639377,0.005494505494505495,False,5
bin_7_01931,2163,2,0.9875146731158343,0.006472491909385114,False,12
bin_7_01932,1293,0,0.99147136257169743,0.0,False,0
bin_7_01933,690,0,0.98701629044639216,0.0014492753623188406,False,1
bin_7_01935,1134,3,0.97545383784584927,0.06084656084656084,False,66
bin_7_01936,1140,5,0.96801447845630939,0.09473684210526316,False,103
bin_7_01937,894,0,0.99071181139362652,0.025727069351230425,False,23
bin_7_01938,798,0,0.97460914196217585,0.05764411027568922,False,46
bin_7_01939,1041,4,0.98415391111704353,0.053794428434197884,False,52
bin_7_01940,1353,8,0.97422944628181274,0.06873614190687362,False,85
bin_7_01941,627,3,0.98868258416128862,0.028708133971291867,False,15
bin_7_01942,498,1,0.9857964001968742,0.028112449799196786,False,13
bin_7_01943,444,11,0.96785714707058268,0.11936936936936937,False,42
bin_7_01944,1431,15,0.99152282536566361,0.023060796645702306,False,18
bin_7_01945,294,4,0.97044255147820613,0.07142857142857142,True,17
bin_7_01946,573,0,0.99511748743573269,0.0,False,0
bin_7_01947,660,0,0.97436612848059456,0.06363636363636363,False,42
bin_7_01948,741,0,0.99434492976256383,0.006747638326585695,False,5
bin_7_01949,936,0,0.97940821400468336,0.053418803418803416,False,50
bin_7_01950,657,2,0.98850174339566099,0.0395738203957382,False,24
bin_7_01951,1014,5,0.98668265805196675,0.03155818540433925,False,27
bin_7_01952,579,2,0.98787826353941632,0.025906735751295335,False,13
bin_7_01953,708,0,0.99693673915898262,0.0,False,0
bin_7_01954,621,0,0.9968437885138135,0.0,False,0
bin_7_01955,1710,0,0.99662712218737248,0.0,False,0
bin_7_01956,753,0,0.99563019829870147,0.0,False,0
bin_7_01957,351,0,0.99511691846802908,0.0,False,0
bin_7_01958,966,0,0.99621657504224015,0.0,False,0
bin_7_01959,2370,2,0.99506021289913338,0.004219409282700422,False,8
bin_7_01960,753,0,0.9931407807940853,0.01195219123505976,False,9
bin_7_01961,1305,0,0.99436807532830274,0.0,False,0
bin_7_01962,582,0,0.99526023174679623,0.0,False,0
bin_7_01963,1425,1,0.99567236610408194,0.0007017543859649122,False,0
bin_7_01964,993,0,0.99613220638766098,0.0,False,0
bin_7_01965,1026,0,0.99577686649635222,0.0,False,0
bin_7_01966,954,0,0.9964566479679281,0.0,False,0
bin_7_01967,1167,0,0.99597765614715217,0.0,False,0
bin_7_01968,303,0,0.99487360867606855,0.0,False,0
bin_7_01969,1101,0,0.99609567354497419,0.0,False,0
bin_7_01970,882,0,0.99602724267397202,0.0,False,0
bin_7_01971,897,1,0.99471780769237028,0.0011148272017837235,False,0
bin_7_01972,708,0,0.99635261555173082,0.0,False,0
bin_7_01973,816,1,0.99633874538132594,0.0012254901960784314,False,0
bin_7_01974,921,0,0.99659902443242077,0.0,False,0
bin_7_01975,1476,0,0.99653302178681735,0.0,False,0
bin_7_01976,1404,0,0.99627853894278251,0.0,False,0
bin_7_01977,1086,0,0.99544938987120812,0.0,False,0
bin_7_01978,381,0,0.99658167684037313,0.0,False,0
bin_7_01979,447,0,0.99518998810164272,0.0,False,0
bin_7_01980,522,1,0.99500934769004623,0.0038314176245210726,False,1
bin_7_01981,1590,0,0.99523728648733834,0.0012578616352201257,False,2
bin_7_01982,348,0,0.99539912391500573,0.0,False,0
bin_7_01983,459,0,0.99419460861543796,0.002178649237472767,False,1
bin_7_01984,1467,0,0.99333611411210054,0.0,False,0
bin_7_01985,873,0,0.99434075775647901,0.0,False,0
bin_7_01986,534,0,0.99365824830928573,0.0,False,0
bin_7_01987,585,0,0.99407521246607777,0.0,False,0
bin_7_01988,432,0,0.9945986484094731,0.0,False,0
bin_7_01989,354,0,0.99419667139843737,0.0,False,0
bin_7_01990,1296,2,0.99227892157908815,0.0023148148148148147,False,1
bin_7_01991,729,0,0.99396868540860128,0.0,False,0
bin_7_01992,717,4,0.99271115773150143,0.011157601115760111,False,4
bin_7_01993,1173,5,0.99137216455956456,0.028985507246376812,False,29
bin_7_01994,900,1,0.99269208747052262,0.006666666666666667,False,5
bin_7_01995,321,0,0.99255066479428622,0.0,False,0
bin_7_01996,1089,2,0.99345418076136205,0.0018365472910927456,False,0
bin_7_01997,837,0,0.99323316305373954,0.0,False,0
bin_7_01998,1092,0,0.99113589814812908,0.021062271062271064,False,23
bin_7_01999,219,0,0.99305569685018635,0.0136986301369863,False,3
bin_7_02000,579,3,0.97894499390429623,0.031088082901554404,False,15
bin_7_02001,1344,5,0.97476157393198837,0.043154761904761904,False,53
bin_7_02002,783,5,0.98594565384195965,0.010217113665389528,True,3
bin_7_02003,321,0,0.99424246140110906,0.0,False,0
bin_7_02004,720,3,0.99226733568642767,0.005555555555555556,False,1
bin_7_02005,141,1,0.98748027461195598,0.0070921985815602835,False,0
bin_7_02006,405,4,0.97954730701067283,0.037037037037037035,False,11
bin_7_02007,477,2,0.9890187008247272,0.029350104821802937,False,12
bin_7_02008,792,0,0.99373785765037814,0.005050505050505051,False,4
bin_7_02009,987,0,0.9926981826755481,0.0,False,0
bin_7_02010,1602,0,0.99445858608361026,0.0,False,0
bin_7_02011,384,0,0.99423905322722661,0.0,False,0
bin_7_02012,438,0,0.9941791445142053,0.0,False,0
bin_7_02013,867,0,0.99377476508503815,0.0,False,0
bin_7_02014,930,33,0.98585831162391524,0.041935483870967745,True,6
bin_7_02015,537,0,0.9942812271908531,0.0,False,0
bin_7_02016,291,0,0.9926497673212098,0.0,False,0
bin_7_02017,966,0,0.99239184736932207,0.0,False,0
bin_7_02018,972,1,0.99311090686346226,0.00102880658436214,False,0
bin_7_02019,894,0,0.99368069852530694,0.0,False,0
bin_7_02020,780,4,0.99151234218335171,0.008974358974358974,False,3
bin_7_02021,828,5,0.98976784838772081,0.014492753623188406,False,7
bin_7_02022,612,0,0.99267903443503236,0.0,False,0
bin_7_02023,873,1,0.99455764143002445,0.001145475372279496,False,0
bin_7_02025,183,0,0.99700236064512648,0.0,False,0
